Pot_ID,Latitude,Lat_N,Lat_DM,Lat_DD,Longitude,Lon_W,Lon_DM,Lon_DD
H5,57° 41.55144' N,57,41.5514,57.6925,161° 0.01182' W,161,0.0118,-161.0002
H6,57° 39.56292' N,57,39.5629,57.6594,161° 0.15072' W,161,0.1507,-161.0025
H7,57° 37.57428' N,57,37.5743,57.6262,161° 0.28938' W,161,0.2894,-161.0048
H8,57° 35.58558' N,57,35.5856,57.5931,161° 0.4278' W,161,0.4278,-161.0071
H9,57° 33.59682' N,57,33.5968,57.5599,161° 0.56592' W,161,0.5659,-161.0094
H10,57° 31.608' N,57,31.608,57.5268,161° 0.7038' W,161,0.7038,-161.0117
H11,57° 29.61912' N,57,29.6191,57.4937,161° 0.84144' W,161,0.8414,-161.014
H12,57° 27.63018' N,57,27.6302,57.4605,161° 0.97884' W,161,0.9788,-161.0163
H13,57° 25.64118' N,57,25.6412,57.4274,161° 1.11594' W,161,1.1159,-161.0186
H14,57° 23.65212' N,57,23.6521,57.3942,161° 1.2528' W,161,1.2528,-161.0209
H15,57° 21.66294' N,57,21.6629,57.361,161° 1.38942' W,161,1.3894,-161.0232
H16,57° 19.67376' N,57,19.6738,57.3279,161° 1.52574' W,161,1.5257,-161.0254
H17,57° 17.68446' N,57,17.6845,57.2947,161° 1.66188' W,161,1.6619,-161.0277
H18,57° 15.69516' N,57,15.6952,57.2616,161° 1.79772' W,161,1.7977,-161.03
H19,57° 13.70574' N,57,13.7057,57.2284,161° 1.93332' W,161,1.9333,-161.0322
H20,57° 11.71626' N,57,11.7163,57.1953,161° 2.06868' W,161,2.0687,-161.0345
H21,57° 9.72672' N,57,9.7267,57.1621,161° 2.20374' W,161,2.2037,-161.0367
H22,57° 7.73712' N,57,7.7371,57.129,161° 2.33862' W,161,2.3386,-161.039
H23,57° 5.7474' N,57,5.7474,57.0958,161° 2.4732' W,161,2.4732,-161.0412
H24,57° 3.75762' N,57,3.7576,57.0626,161° 2.60754' W,161,2.6075,-161.0435
H25,57° 1.76784' N,57,1.7678,57.0295,161° 2.74164' W,161,2.7416,-161.0457
H26,56° 59.77794' N,56,59.7779,56.9963,161° 2.8755' W,161,2.8755,-161.0479
H27,56° 57.78792' N,56,57.7879,56.9631,161° 3.00912' W,161,3.0091,-161.0502
H28,56° 55.7979' N,56,55.7979,56.93,161° 3.1425' W,161,3.1425,-161.0524
H29,56° 53.80776' N,56,53.8078,56.8968,161° 3.27558' W,161,3.2756,-161.0546
H30,56° 51.81762' N,56,51.8176,56.8636,161° 3.40848' W,161,3.4085,-161.0568
H31,56° 49.82736' N,56,49.8274,56.8305,161° 3.54114' W,161,3.5411,-161.059
H32,56° 47.83698' N,56,47.837,56.7973,161° 3.6735' W,161,3.6735,-161.0612
H33,56° 45.8466' N,56,45.8466,56.7641,161° 3.80568' W,161,3.8057,-161.0634
H34,56° 43.8561' N,56,43.8561,56.7309,161° 3.93756' W,161,3.9376,-161.0656
H35,56° 41.86554' N,56,41.8655,56.6978,161° 4.06926' W,161,4.0693,-161.0678
H36,56° 39.87486' N,56,39.8749,56.6646,161° 4.20066' W,161,4.2007,-161.07
H37,56° 37.88418' N,56,37.8842,56.6314,161° 4.33188' W,161,4.3319,-161.0722
H38,56° 35.89338' N,56,35.8934,56.5982,161° 4.4628' W,161,4.4628,-161.0744
H39,56° 33.90246' N,56,33.9025,56.565,161° 4.59354' W,161,4.5935,-161.0766
H40,56° 31.91154' N,56,31.9115,56.5319,161° 4.72398' W,161,4.724,-161.0787
H41,56° 29.9205' N,56,29.9205,56.4987,161° 4.85424' W,161,4.8542,-161.0809
H42,56° 27.9294' N,56,27.9294,56.4655,161° 4.98426' W,161,4.9843,-161.0831
H43,56° 25.93818' N,56,25.9382,56.4323,161° 5.11404' W,161,5.114,-161.0852
H44,56° 23.9469' N,56,23.9469,56.3991,161° 5.24352' W,161,5.2435,-161.0874
H45,56° 21.95556' N,56,21.9556,56.3659,161° 5.37282' W,161,5.3728,-161.0895
H46,56° 19.96416' N,56,19.9642,56.3327,161° 5.50194' W,161,5.5019,-161.0917
H47,56° 17.97264' N,56,17.9726,56.2995,161° 5.63076' W,161,5.6308,-161.0938
H48,56° 15.981' N,56,15.981,56.2664,161° 5.75934' W,161,5.7593,-161.096
H49,56° 13.9893' N,56,13.9893,56.2332,161° 5.88774' W,161,5.8877,-161.0981
H50,56° 11.99754' N,56,11.9975,56.2,161° 6.01584' W,161,6.0158,-161.1003
H51,56° 10.00572' N,56,10.0057,56.1668,161° 6.14376' W,161,6.1438,-161.1024
H52,56° 8.01378' N,56,8.0138,56.1336,161° 6.27144' W,161,6.2714,-161.1045
H53,56° 6.02178' N,56,6.0218,56.1004,161° 6.39888' W,161,6.3989,-161.1066
H54,56° 4.02966' N,56,4.0297,56.0672,161° 6.52614' W,161,6.5261,-161.1088
I1,57° 48.89514' N,57,48.8951,57.8149,160° 31.34934' W,160,31.3493,-160.5225
I2,57° 46.9074' N,57,46.9074,57.7818,160° 31.51566' W,160,31.5157,-160.5253
I3,57° 44.91954' N,57,44.9195,57.7487,160° 31.68168' W,160,31.6817,-160.528
I4,57° 42.93168' N,57,42.9317,57.7155,160° 31.8474' W,160,31.8474,-160.5308
I5,57° 40.9437' N,57,40.9437,57.6824,160° 32.01276' W,160,32.0128,-160.5335
I6,57° 38.95572' N,57,38.9557,57.6493,160° 32.17788' W,160,32.1779,-160.5363
I7,57° 36.96762' N,57,36.9676,57.6161,160° 32.34264' W,160,32.3426,-160.539
I8,57° 34.97946' N,57,34.9795,57.583,160° 32.5071' W,160,32.5071,-160.5418
I9,57° 32.9913' N,57,32.9913,57.5499,160° 32.67126' W,160,32.6713,-160.5445
I10,57° 31.00302' N,57,31.003,57.5167,160° 32.83512' W,160,32.8351,-160.5473
I11,57° 29.01468' N,57,29.0147,57.4836,160° 32.99868' W,160,32.9987,-160.55
I12,57° 27.02628' N,57,27.0263,57.4504,160° 33.16188' W,160,33.1619,-160.5527
I13,57° 25.03782' N,57,25.0378,57.4173,160° 33.32484' W,160,33.3248,-160.5554
I14,57° 23.0493' N,57,23.0493,57.3842,160° 33.4875' W,160,33.4875,-160.5581
I15,57° 21.06066' N,57,21.0607,57.351,160° 33.6498' W,160,33.6498,-160.5608
I16,57° 19.07202' N,57,19.072,57.3179,160° 33.81186' W,160,33.8119,-160.5635
I17,57° 17.08326' N,57,17.0833,57.2847,160° 33.97356' W,160,33.9736,-160.5662
I18,57° 15.09444' N,57,15.0944,57.2516,160° 34.13502' W,160,34.135,-160.5689
I19,57° 13.10562' N,57,13.1056,57.2184,160° 34.29618' W,160,34.2962,-160.5716
I20,57° 11.11662' N,57,11.1166,57.1853,160° 34.45698' W,160,34.457,-160.5743
I21,57° 9.12762' N,57,9.1276,57.1521,160° 34.61754' W,160,34.6175,-160.577
I22,57° 7.13856' N,57,7.1386,57.119,160° 34.7778' W,160,34.7778,-160.5796
I23,57° 5.14938' N,57,5.1494,57.0858,160° 34.93776' W,160,34.9378,-160.5823
I24,57° 3.16014' N,57,3.1601,57.0527,160° 35.09742' W,160,35.0974,-160.585
I25,57° 1.17084' N,57,1.1708,57.0195,160° 35.25678' W,160,35.2568,-160.5876
I26,56° 59.18148' N,56,59.1815,56.9864,160° 35.41584' W,160,35.4158,-160.5903
I27,56° 57.19206' N,56,57.1921,56.9532,160° 35.5746' W,160,35.5746,-160.5929
I28,56° 55.20252' N,56,55.2025,56.92,160° 35.73312' W,160,35.7331,-160.5956
I29,56° 53.21292' N,56,53.2129,56.8869,160° 35.89128' W,160,35.8913,-160.5982
I30,56° 51.22326' N,56,51.2233,56.8537,160° 36.0492' W,160,36.0492,-160.6008
I31,56° 49.23354' N,56,49.2335,56.8206,160° 36.20682' W,160,36.2068,-160.6034
I32,56° 47.2437' N,56,47.2437,56.7874,160° 36.36414' W,160,36.3641,-160.6061
I33,56° 45.2538' N,56,45.2538,56.7542,160° 36.52122' W,160,36.5212,-160.6087
I34,56° 43.26384' N,56,43.2638,56.7211,160° 36.67794' W,160,36.6779,-160.6113
I35,56° 41.27382' N,56,41.2738,56.6879,160° 36.83442' W,160,36.8344,-160.6139
I36,56° 39.28368' N,56,39.2837,56.6547,160° 36.9906' W,160,36.9906,-160.6165
I37,56° 37.29348' N,56,37.2935,56.6216,160° 37.14654' W,160,37.1465,-160.6191
I38,56° 35.30316' N,56,35.3032,56.5884,160° 37.30212' W,160,37.3021,-160.6217
I39,56° 33.31284' N,56,33.3128,56.5552,160° 37.45746' W,160,37.4575,-160.6243
I40,56° 31.3224' N,56,31.3224,56.522,160° 37.61256' W,160,37.6126,-160.6269
I41,56° 29.33184' N,56,29.3318,56.4889,160° 37.7673' W,160,37.7673,-160.6295
I42,56° 27.34128' N,56,27.3413,56.4557,160° 37.9218' W,160,37.9218,-160.632
I43,56° 25.3506' N,56,25.3506,56.4225,160° 38.076' W,160,38.076,-160.6346
I44,56° 23.3598' N,56,23.3598,56.3893,160° 38.22996' W,160,38.23,-160.6372
I45,56° 21.36894' N,56,21.3689,56.3561,160° 38.38362' W,160,38.3836,-160.6397
I46,56° 19.37802' N,56,19.378,56.323,160° 38.53698' W,160,38.537,-160.6423
I47,56° 17.38704' N,56,17.387,56.2898,160° 38.6901' W,160,38.6901,-160.6448
I48,56° 15.39594' N,56,15.3959,56.2566,160° 38.84292' W,160,38.8429,-160.6474
I49,56° 13.40472' N,56,13.4047,56.2234,160° 38.9955' W,160,38.9955,-160.6499
I50,56° 11.4135' N,56,11.4135,56.1902,160° 39.14778' W,160,39.1478,-160.6525
I51,56° 9.4221' N,56,9.4221,56.157,160° 39.29976' W,160,39.2998,-160.655
I52,56° 7.4307' N,56,7.4307,56.1238,160° 39.4515' W,160,39.4515,-160.6575
I53,56° 5.43918' N,56,5.4392,56.0907,160° 39.60294' W,160,39.6029,-160.66
I54,56° 3.44754' N,56,3.4475,56.0575,160° 39.75414' W,160,39.7541,-160.6626
J1,57° 48.18006' N,57,48.1801,57.803,160° 3.26274' W,160,3.2627,-160.0544
J2,57° 46.19298' N,57,46.193,57.7699,160° 3.4554' W,160,3.4554,-160.0576
J3,57° 44.20578' N,57,44.2058,57.7368,160° 3.64764' W,160,3.6476,-160.0608
J4,57° 42.21852' N,57,42.2185,57.7036,160° 3.83958' W,160,3.8396,-160.064
J5,57° 40.23126' N,57,40.2313,57.6705,160° 4.0311' W,160,4.0311,-160.0672
J6,57° 38.24388' N,57,38.2439,57.6374,160° 4.22232' W,160,4.2223,-160.0704
J7,57° 36.25644' N,57,36.2564,57.6043,160° 4.41318' W,160,4.4132,-160.0736
J8,57° 34.26894' N,57,34.2689,57.5711,160° 4.60362' W,160,4.6036,-160.0767
J9,57° 32.28138' N,57,32.2814,57.538,160° 4.79376' W,160,4.7938,-160.0799
J10,57° 30.29376' N,57,30.2938,57.5049,160° 4.98354' W,160,4.9835,-160.0831
